id,chapterno,part,question_number,question_text,question_type,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
2544e0c2-8d80-4d3d-a33c-d04ed3d36c20,2,1,13,النسيج المرستيمي الجانبي,,النمو في قمم الجذور والسيقان فقط بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال بشكل عام ضمن السياق,استطالة السلاميات وإعادة النمو السريع في الأوراق بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال,النمو الثانوي والتثخن في النبات حيث يكون الكمبيوم الوعائي الخشب واللحاء الثانويين ويكون الكمبيوم الفليني البشرة المحيطة,انقسام الخلايا الجذرية في النبات بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال بشكل عام ضمن السياق,c,الجواب: النمو الثانوي والتثخن في النبات حيث يكون الكمبيوم الوعائي الخشب واللحاء الثانويين ويكون الكمبيوم الفليني البشرة المحيطة,2026-02-27 15:17:11.882371+00
27bcc0b9-44f0-4c37-9c99-6cc8ce3dbd7a,3,5,8,الجسم الطرفي,,في القبعة الرأسية عند الحافة الأمامية لنطفة الإنسان,في منطقة الذيل اللولبي للنطفة بشكل عام ضمن السياق,في الجزء الأوسط من جسم النطفة بشكل عام ضمن السياق,في القسم الأمامي من الذيل بشكل عام ضمن السياق,a,الجواب: في القبعة الرأسية عند الحافة الأمامية لنطفة الإنسان,2026-02-27 15:17:12.370442+00
280de8b0-5fba-4177-bf1b-6d0f3d4333a2,5,1,9,أشكال العرف في الدجاج وردي وبازالئي وجوزي ومفرد,,سيادة غير تامة,سيادة مشاركة,وراثة متأثرة بالبيئة,تداخل فعل جيني,d,الجواب: تداخل فعل جيني,2026-02-27 15:17:12.370442+00
291d7824-596f-4a6d-af1f-50e617c4bd87,2,2,16,ألياف اللحاء,,نقل الجزيئات العضوية داخل جسم النبات,التهوية وخزن الأغذية وتوصيلها,انقسام الخلايا وإنتاج خلايا جديدة,الإسناد والتقوية,d,الجواب: الإسناد والتقوية,2026-02-27 15:17:11.882371+00
292734d1-6d9f-4553-aec0-b53446cd4b62,2,4,18,التغصنات,,في نهاية المحوار بعيداً عن جسم الخلية,في غمد الميالين المحيط بالمحوار,في الفجوة التشابكية بين الخلايا العصبية,بروزات تمتد من جسم الخلية,d,الجواب: بروزات تمتد من جسم الخلية,2026-02-27 15:17:11.882371+00
2a177571-feec-4de5-bb4e-06020af09d50,3,1,15,أنزيم ذنب راشح البلعم البكتيري,,يعمل على تقوية جدار الخلية البكتيرية وتحصينها بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال بشكل عام,يمنع الفيروس من الالتصاق بجدار الخلية بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال بشكل عام ضمن السياق,يعمل على هضم DNA الخلية البكتيرية مباشرة بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال بشكل عام ضمن السياق,يعمل على إضعاف الروابط الكيميائية في جدار الخلية عند منطقة الالتصاق ومن ثم يتم تكوين ثقب يدخل من خلاله DNA الفيروس إلى داخل المضيف,d,الجواب: يعمل على إضعاف الروابط الكيميائية في جدار الخلية عند منطقة الالتصاق ومن ثم يتم تكوين ثقب يدخل من خلاله DNA الفيروس إلى داخل المضيف,2026-02-27 15:17:11.882371+00
2d86361d-f6d2-4cb7-b18e-92892e416f8b,3,3,20,الغدد المساعدة في ذكر الحشرات,,تقع في منتصف القناة التناسلية الذكرية,تقع عند بداية القناة القاذفة,توجد عند نهاية القناة الناقلة للنطف,تقع في الجزء القاعدي للخصية,b,الجواب: تقع عند بداية القناة القاذفة,2026-02-27 15:17:11.882371+00
2f0d2485-4154-41ce-8cdb-027a5443a1e0,2,2,9,نسيج البشرة,,الحماية والسيطرة على تبادل الغازات من خلال أزواج من الخلايا الحارسة وامتصاص الماء,نقل الماء والمواد الغذائية والخزن والإسناد بشكل عام ضمن السياق في أغلب الحالات,انقسام الخلايا والنمو وإنتاج خلايا جديدة بشكل عام ضمن السياق في أغلب الحالات,يشكل كتل نسيجية داخلية في الجذور والسيقان بشكل عام ضمن السياق في أغلب الحالات,a,الجواب: الحماية والسيطرة على تبادل الغازات من خلال أزواج من الخلايا الحارسة وامتصاص الماء,2026-02-27 15:17:11.882371+00
2f7513eb-6696-45ab-80d7-64b1facd2e7a,1,3,20,زيادة تركيز المواد داخل الخلايا أكثر من خارجها,,انتشار المواد من تركيز عالٍ لمنخفض,عملية النقل الفعال,التنفس الخلوي في الميتوكوندريا,البناء الضوئي في البلاستيدة الخضراء,b,الجواب: عملية النقل الفعال,2026-02-27 15:17:11.882371+00
2fa60ad3-ca7b-4e67-8bc4-7bc431f82779,3,2,6,أول ورقة تظهر في السرخسيات,,فوق الثالوس الأولي,تحت الثالوس الأولي مباشرة,على جانب الثالوس الأولي,داخل الأرشيغونيوم بعد الإخصاب,a,الجواب: فوق الثالوس الأولي,2026-02-27 15:17:11.882371+00
2ff211e7-d064-4a77-a7f8-d887fad5dd76,2,3,15,أكثر صلابة العظم من الغضروف,,لأن العظم يحتوي على ماء أقل من الغضروف بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال,لأن العظم يحتوي على كميات أكبر من الألياف البيضاء بشكل عام ضمن السياق في أغلب الحالات,لاحتواء مادته بين الخلوية على نسبة كبيرة من أملاح الكالسيوم مثل فوسفات الكالسيوم وكاربونات الكالسيوم,لأن خلايا العظم أكبر حجماً من خلايا الغضروف بشكل عام ضمن السياق في أغلب الحالات كمفهوم,c,الجواب: لاحتواء مادته بين الخلوية على نسبة كبيرة من أملاح الكالسيوم مثل فوسفات الكالسيوم وكاربونات الكالسيوم,2026-02-27 15:17:11.882371+00
30cc0ca3-c5c7-400c-9ab1-7aa596e2d7fc,4,2,10,التوائم الطفيلية,,بيضة مخصبة واحدة تنفصل بصورة غير تامة فيكون توأم ملتصق غير متساوي أحدهما صغير متطفل على الآخر,بيضة مخصبة واحدة تنقسم إلى خليتين تنمو كل منهما لجنين بشكل عام ضمن السياق في أغلب الحالات,انطلاق بيضتين منفصلتين وتخصب كل منهما بشكل عام ضمن السياق في أغلب الحالات كمفهوم,بيضة مخصبة واحدة تنفصل بصورة غير تامة فيكون توأم ملتصق بشكل عام ضمن السياق في أغلب الحالات,a,الجواب: بيضة مخصبة واحدة تنفصل بصورة غير تامة فيكون توأم ملتصق غير متساوي أحدهما صغير متطفل على الآخر,2026-02-27 15:17:12.370442+00
310d729d-1146-4501-9433-8efb36c5bc8c,2,2,15,ألياف الخشب,,نقل الماء والمعادن من الجذور إلى الأوراق,البناء الضوئي وخزن الأغذية وتوصيلها,الإسناد والتقوية,انقسام الخلايا وإنتاج خلايا جديدة,c,الجواب: الإسناد والتقوية,2026-02-27 15:17:11.882371+00
322182b8-e891-4f50-9819-8060ebce667c,5,2,11,تزوج رجل سليم من امرأة حاملة لمرض الهيموفيليا,,جميع البنات حاملات للمرض وجميع الأولاد سليمون بشكل عام,جميع الأبناء مصابون ذكوراً وإناثاً بشكل عام ضمن السياق,جميع الأولاد سليمون وجميع البنات سليمات بشكل عام ضمن السياق,50 بالمئة من الأولاد مصابون و50 بالمئة من البنات حاملات للمرض,d,الجواب: 50 بالمئة من الأولاد مصابون و50 بالمئة من البنات حاملات للمرض,2026-02-27 15:17:12.370442+00
33323746-879e-431e-ab83-2d1021780db7,3,6,15,حدوث الإخصاب في أنثى الإنسان,,في الثلث السفلي من قناة البيض,في الرحم مباشرة عند التعشيش,الثلث العلوي من قناة البيض,في المبيض أثناء عملية التبويض,c,الجواب: الثلث العلوي من قناة البيض,2026-02-27 15:17:12.370442+00
33428c99-e8ed-43e6-8b85-e9eef14771c6,3,5,18,إفراز الغدد اللبنية للبن,,تأثير الهرمونات,نضج الطفل واحتياجه للغذاء الصلب,توقف إفراز البروجستيرون,انقطاع الحيض بعد الولادة,a,الجواب: تأثير الهرمونات,2026-02-27 15:17:12.370442+00
335cb87a-d872-4aae-b743-95ae3faf2762,2,1,10,النسيج المرستيمي الجانبي,,في قمم الجذور والسيقان فقط بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال بشكل عام ضمن السياق,بين أنسجة النبات المستديمة في سلاميات الفلقة الواحدة بشكل عام ضمن السياق في أغلب الحالات كمفهوم,في الجذور والسيقان والأوراق ممثلاً بالقشرة واللب بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال,أجزاء النبات البعيدة عن القمم النامية على الجانب وبموازاة السطح الخارجي ويشمل الكمبيوم الوعائي والكمبيوم الفليني,d,الجواب: أجزاء النبات البعيدة عن القمم النامية على الجانب وبموازاة السطح الخارجي ويشمل الكمبيوم الوعائي والكمبيوم الفليني,2026-02-27 15:17:11.882371+00
33ab00f0-aeed-455e-9af8-5ae571ee478f,5,1,4,لون أزهار حنك السبع,,سيادة غير تامة,سيادة مشاركة,أليلات متعددة,وراثة مرتبطة بالجنس,a,الجواب: سيادة غير تامة,2026-02-27 15:17:12.370442+00
33bdda97-0d06-4898-8610-d26956510c3b,5,2,10,تزوج رجل مصاب بمرض الهيموفيليا من امرأة سليمة,,جميع الأولاد مصابون وجميع البنات حاملات,50 بالمئة من الأولاد مصابون و50 بالمئة من البنات حاملات,جميع البنات حاملات للمرض وجميع الأولاد سليمون,جميع الأبناء مصابون ذكوراً وإناثاً,c,الجواب: جميع البنات حاملات للمرض وجميع الأولاد سليمون,2026-02-27 15:17:12.370442+00
33c3902d-de84-4690-a588-92b32869bf17,2,2,6,النسيج البرنكيمي,,الدعم والتقوية فقط,التهوية وخزن الأغذية وتوصيلها,البناء الضوئي والخزن والتنفس وإسناد مرن,انقسام الخلايا وإنتاج خلايا جديدة,b,الجواب: التهوية وخزن الأغذية وتوصيلها,2026-02-27 15:17:11.882371+00
34a697e0-e430-4d5c-8ce4-6e09fd042262,2,5,4,المحوار,,توصل الإشارات أو الحوافز العصبية إلى جسم الخلية,ينقل الحوافز العصبية بعيداً عن جسم الخلية,مراكز لتجمع البروتين في الخلية العصبية,إسناد الخلايا العصبية والتهام الفتات العضوي,b,الجواب: ينقل الحوافز العصبية بعيداً عن جسم الخلية,2026-02-27 15:17:11.882371+00
3520f289-1e1a-4981-8c62-2c11f151b5ae,5,2,3,مرض تاي ساكس,,تخثر الدم الطبيعي,أيض طبيعي للفينيل ألانين,نمو طبيعي للجهاز العصبي,تكوين طبيعي للهيموغلوبين,c,الجواب: نمو طبيعي للجهاز العصبي,2026-02-27 15:17:12.370442+00
3522069a-38a4-418f-87ee-74c7ff19017d,3,5,5,الحويصلة المنوية في الجهاز الذكري,,تفرز سائلاً إلى النطف وتشكل إفرازاتها جزءاً كبيراً من السائل المنوي,تفرز جزءاً من السائل المنوي فقط بشكل عام ضمن السياق في أغلب الحالات,تفرز سائلاً مخاطياً يساعد في حركة النطف بشكل عام ضمن السياق,تنضج فيها النطف وتمثل موقع الخزن بشكل عام ضمن السياق في أغلب الحالات,a,الجواب: تفرز سائلاً إلى النطف وتشكل إفرازاتها جزءاً كبيراً من السائل المنوي,2026-02-27 15:17:11.882371+00
38016ef3-3d50-4620-82f7-f6e1ab458006,3,3,12,الإخصاب في دودة البلاناريا,,في قناة البيض الرئيسية,في الحوصل,في التجويف الجسمي قرب المبيض,في الرحم,d,الجواب: في الرحم,2026-02-27 15:17:11.882371+00
385b91af-ddb2-4aac-8000-04f9d5f242bf,1,1,12,التخلص من الماء الزائد والمواد الإبرازية الذائبة في الطلائعيات,,الفجوة الغذائية,الفجوة المتقلصة,الجسيم الحركي,الغشاء البلازمي,b,الجواب: الفجوة المتقلصة,2026-02-27 15:17:11.882371+00
3914db49-a0c2-4429-a887-9659d5e812a4,3,2,5,موقع الإخصاب في السرخسيات,,على سطح الثالوس الأولي مباشرة,في البيئة المائية المحيطة بالنبات,في الأرشيديوم عند قاعدة النبات,داخل الأرشيغونيوم,d,الجواب: داخل الأرشيغونيوم,2026-02-27 15:17:11.882371+00
3a238c86-a45b-486d-b8c3-c48dd99cdb12,2,4,19,قناة هافرس,,على السطح الخارجي للعظم المصمت بشكل عام ضمن السياق في أغلب الحالات,في مركز النسيج الغضروفي بشكل عام ضمن السياق في أغلب الحالات,في الغشاء المحيط بالعظم من الخارج بشكل عام ضمن السياق في أغلب الحالات,تتوسط الصفائح العظمية المتعددة المركز في المقطع العرضي للعظم المصمت,d,الجواب: تتوسط الصفائح العظمية المتعددة المركز في المقطع العرضي للعظم المصمت,2026-02-27 15:17:11.882371+00
3b7962b7-0f3e-499d-9aff-8f3ad04a3a82,4,2,11,التوائم المتعددة,,بيضة مخصبة واحدة تنقسم إلى خليتين تنمو كل منهما لجنين,انطلاق ثلاث أو أربع بيوض تخصب وتكون كل منها جنين كامل في نفس الوقت,بيضة مخصبة واحدة تنفصل بصورة غير تامة,انطلاق بيضتين منفصلتين وتخصب كل منهما بحيوان منوي,b,الجواب: انطلاق ثلاث أو أربع بيوض تخصب وتكون كل منها جنين كامل في نفس الوقت,2026-02-27 15:17:12.370442+00
3d9966fb-3da2-4b97-ab9a-0aa90b15340b,3,6,7,فتحة النقير في البويضة,,تغذية البويضة بالمواد الغذائية,خروج الهرمونات النباتية من البويضة,التلقيح المزدوج داخل الكيس الجنيني,دخول أنبوب اللقاح من خلالها إلى الكيس الجنيني,d,الجواب: دخول أنبوب اللقاح من خلالها إلى الكيس الجنيني,2026-02-27 15:17:12.370442+00
3de03111-a901-4617-9b99-10047b58564c,3,1,17,سحب كروموسومي الخلية البكتيرية في اتجاهين متعاكسين أثناء الانقسام,,تضاعف DNA,استطالة الخلية البكتيرية,تكوين جدار خلوي جديد بين الخليتين,انتهاء نشاط الريبوسومات في الخلية,b,الجواب: استطالة الخلية البكتيرية,2026-02-27 15:17:11.882371+00
3dede06f-34a2-4302-881c-40d79ed9e469,3,5,17,إفراز هرمون البروجستيرون,,المشيمة بعد الشهر الخامس من الحمل,الغدة النخامية في الدماغ,غدد الثدي بعد الولادة مباشرة,الجسم الأصفر,d,الجواب: الجسم الأصفر,2026-02-27 15:17:12.370442+00
3e0f0828-ae9d-44d2-96f2-e2d19ba4972a,3,2,4,تحرر الأبواغ في السرخسيات,,تكوين البيئة الرطبة المناسبة,هبوب الرياح الموسمية,تفتح الحافظة البوغية,نشاط الحشرات الناقلة,c,الجواب: تفتح الحافظة البوغية,2026-02-27 15:17:11.882371+00
3ea85337-6ded-4c56-84ed-5bbd46409371,4,1,7,الفرد المصغر القزم الجيني,,داخل نواة البيضة حسب جميع المؤيدين بشكل عام ضمن السياق في أغلب الحالات كمفهوم,في السيتوبلازم المحيط بنواة البيضة بشكل عام ضمن السياق في أغلب الحالات كمفهوم,خارج البيضة في السائل المنوي المحيط بشكل عام ضمن السياق في أغلب الحالات كمفهوم,داخل البيضة حسب القسم الأول من مؤيدي نظرية قبل التشكيل أو في رأس النطفة حسب القسم الآخر,d,الجواب: داخل البيضة حسب القسم الأول من مؤيدي نظرية قبل التشكيل أو في رأس النطفة حسب القسم الآخر,2026-02-27 15:17:12.370442+00
3ee096f5-76fa-4c8b-82a1-3a948d142c7c,3,2,11,الأهداب أو الخشونة أو السائل في الميسم,,تعمل على إنتاج حبوب اللقاح وتغذيتها,تسهيل عملية التصاق حبوب اللقاح عليه,تحمي الميسم من الحشرات الضارة,تقوم بامتصاص المواد الغذائية من الهواء,b,الجواب: تسهيل عملية التصاق حبوب اللقاح عليه,2026-02-27 15:17:11.882371+00
3f061220-4a92-4cb0-8535-ad144024f8eb,4,2,18,التشابه التام بين النعجة دوللي والنعجة التي أخذت من ضرعها الخلية الجسدية,,جينات المبيضة التي استقبلت النواة الجسدية,هرمونات المبيضة المانحة للخلية الجسدية,نواة الخلية الجسدية المنقولة,سيتوبلازم البيضة التي أزيلت منها النواة,c,الجواب: نواة الخلية الجسدية المنقولة,2026-02-27 15:17:12.370442+00
3fb8b1c8-1d9f-418b-9548-fad385be8d16,5,1,3,صفة القتل في البراميسيوم أوريليا,,سيادة غير تامة,وراثة سيتوبلازمية,أليلات متعددة,وراثة مرتبطة بالجنس على الكروموسوم X,b,الجواب: وراثة سيتوبلازمية,2026-02-27 15:17:12.370442+00
40bcf9b0-1554-4146-83f8-aca891f3e6e5,2,1,3,النمو السريع في الأوراق الناضجة,,النسيج المرستيمي البيني,النسيج المرستيمي القمي,النسيج المرستيمي الجانبي,الكمبيوم الوعائي,a,الجواب: النسيج المرستيمي البيني,2026-02-27 15:17:11.882371+00
4165bc2e-e45b-4bb5-97d4-91b9fe69f8b4,3,6,12,الخصيتان في الإنسان,,إنتاج النطف والهرمونات الجنسية,نقل النطف من الخصية إلى الخارج,إفراز السائل المنوي فقط,إفراز هرمونات من غدد مساعدة فقط,a,الجواب: إنتاج النطف والهرمونات الجنسية,2026-02-27 15:17:12.370442+00
42965b2d-5a35-41ed-b324-6ae1ccdc41b1,3,2,8,الأوراق التويجية,,تحمي البراعم قبل انفتاح الزهرة بشكل عام,تنتج حبوب اللقاح وتحملها بشكل عام ضمن السياق,جاذبة للحشرات التي تعمل على تلقيح النباتات,تساعد في امتصاص الماء من التربة بشكل عام,c,الجواب: جاذبة للحشرات التي تعمل على تلقيح النباتات,2026-02-27 15:17:11.882371+00
42e2353b-5c29-4c8c-af24-b5412043236d,3,3,16,تكوين الشرنقة في دودة الأرض,,الحويصلات المنوية في دودة الأرض,السرج في دودة الأرض,المستودعات المنوية في دودة الأرض,البشرة الخارجية لجسم دودة الأرض,b,الجواب: السرج في دودة الأرض,2026-02-27 15:17:11.882371+00
4311f102-b18d-4032-904b-f90aad6a0feb,3,1,9,تكوين نطفة الهيدرا,,الخلايا الشهارية المبطنة لجدار الجسم,الخلايا الغدية الخارجية في الطبقة الداخلية,الخلايا البينية الموجودة في الطبقة الخارجية بجدار الجسم,الخلايا الهضمية في الطبقة الداخلية للجسم,c,الجواب: الخلايا البينية الموجودة في الطبقة الخارجية بجدار الجسم,2026-02-27 15:17:11.882371+00
439b3457-f52d-4ff7-b34e-a71ad5679d70,1,3,13,العصير الخلوي,,في الغشاء الداخلي للبلاستيدة الخضراء,في الطلائعيات كالأميبا والبراميسيوم,في سايتوبلازم الخلايا الحيوانية,في سايتوبلازم الخلايا النباتية,d,الجواب: في سايتوبلازم الخلايا النباتية,2026-02-27 15:17:11.882371+00
43fe5300-bcf2-4007-83b4-5c7bac9a076e,3,6,2,هرمون الإستروجين,,الجسم الأصفر بعد انفجار الحوصلة,الحويصلات المبيضية,الغدة النخامية في الدماغ,المشيمة خلال الأشهر الأخيرة من الحمل,b,الجواب: الحويصلات المبيضية,2026-02-27 15:17:12.370442+00
448ccc50-b4d9-4a8e-b852-4c4ef0d807b7,3,6,1,المولق,,الحوصلة المبيضية,البويضة بعد الإخصاب المزدوج,الكيس الجنيني بعد التلقيح,من بقايا الحوصلة المبيضية الممزقة,a,الجواب: الحوصلة المبيضية,2026-02-27 15:17:12.370442+00
451d2112-96c2-45d5-8c22-ff5daa0180df,5,2,12,العبور الوراثي,,إعادة ترتيب الجينات على الكروموسومات وزيادة التنوع الوراثي بين الأفراد والاستفادة منه في رسم الخرائط الجينية,تثبيت الجينات على مواضعها الأصلية على الكروموسوم بشكل عام ضمن السياق في أغلب الحالات كمفهوم,منع حدوث الطفرات الجينية في الجيل التالي بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال,نقل الجينات من الكروموسوم الجنسي إلى الجسمي بشكل عام ضمن السياق في أغلب الحالات كمفهوم على سبيل المثال,a,الجواب: إعادة ترتيب الجينات على الكروموسومات وزيادة التنوع الوراثي بين الأفراد والاستفادة منه في رسم الخرائط الجينية,2026-02-27 15:17:12.370442+00
464c853b-02a6-4908-9747-7e71a923b9a1,4,2,14,العقم,,أسباب وراثية فقط مرتبطة بالكروموسومات,أحد الزوجين أو كلا الزوجين أو أسباب مجهولة,عوامل بيئية فقط مثل التلوث والإجهاد,خلل هرموني فقط في أحد الزوجين,b,الجواب: أحد الزوجين أو كلا الزوجين أو أسباب مجهولة,2026-02-27 15:17:12.370442+00
464ef4b7-797b-4464-94be-421467f48a90,1,3,18,المادة الحاملة,,في السايتوبلازم بالقرب من النواة,غشاء الخلية الغشاء البلازمي في الخلايا النشطة,في غشاء الثايلاكويد في البلاستيدة الخضراء,في جدار الخلية النباتية الخارجي,b,الجواب: غشاء الخلية (الغشاء البلازمي) في الخلايا النشطة,2026-02-27 15:17:11.882371+00
47f6ab6e-cd7b-4d5f-a8e0-f7063a5be18c,2,4,10,النسيج العضلي,,المسؤول عن الحركة,المسؤول عن نقل الغازات التنفسية,المسؤول عن إنتاج الأجسام المضادة,المسؤول عن تخثر الدم,a,الجواب: المسؤول عن الحركة,2026-02-27 15:17:11.882371+00
49fc0efb-de15-4069-87bb-bf118adc592a,5,1,8,لون ثمار القرع أبيض وأصفر وأخضر,,سيادة غير تامة,سيادة مشاركة,تداخل فعل جيني نوع تفوق,وراثة مرتبطة بالجنس,c,الجواب: تداخل فعل جيني نوع تفوق,2026-02-27 15:17:12.370442+00
4a550a02-743b-48cd-912b-7abaa209d1f3,5,2,9,الطراز الوراثي,,الصفات الظاهرية التي يمكن ملاحظتها,مجموع الكروموسومات والجينات في الخلية,الصفات الظاهرية الناتجة عن تأثير البيئة,التركيب الجيني الذي يحدد الصفات الظاهرية,d,الجواب: التركيب الجيني الذي يحدد الصفات الظاهرية,2026-02-27 15:17:12.370442+00
4b6c6723-0cf1-47d2-a3a1-a048551d2f9b,2,4,8,السيروتونين في الدم,,خلايا الدم الحمر,خلايا الدم البيض,الصفيحات الدموية,بلازما الدم,c,الجواب: الصفيحات الدموية,2026-02-27 15:17:11.882371+00